employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status,Results
71863,Finance,region_26,Bachelor's,m,sourcing,1,30,3.0,6,8,No,High,60000,No,25,3,No,No,0
65698,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,29,4.0,5,9,No,Low,45000,No,30,2,No,No,0
17408,Operations,region_2,Bachelor's,f,sourcing,1,36,4.0,2,10,Yes,High,43000,Yes,525,3,Yes,Yes,1
7147,Procurement,region_8,Master's & above,m,sourcing,1,36,4.0,10,7,Yes,Low,56000,Yes,10,4,Yes,No,0
8674,Operations,region_7,Bachelor's,f,other,2,42,3.0,6,8,Yes,High,43000,No,8,6,Yes,Yes,1
14767,Procurement,region_2,Bachelor's,f,sourcing,2,29,5.0,4,8,Yes,Low,45000,Yes,12,4,Yes,No,0
72794,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,34,3.0,3,7,Yes,High,34000,No,15,2,Yes,Yes,1
58326,HR,region_22,Master's & above,f,sourcing,1,35,5.0,6,5,No,High,25000,Yes,26,4,No,No,0
21213,Procurement,region_13,Bachelor's,m,other,1,28,,1,7,Yes,Low,45000,Yes,30,7,Yes,Yes,1
25635,Operations,region_13,Master's & above,f,other,1,49,5.0,9,7,Yes,Low,45000,Yes,19,8,Yes,Yes,1
30697,Operations,region_15,Bachelor's,f,other,1,27,5.0,4,8,No,Low,78300,No,15,4,No,Yes,1
62879,Procurement,region_19,Bachelor's,m,other,1,37,5.0,9,9,Yes,High,56000,Yes,20,5,Yes,Yes,1
72585,Sales & Marketing,region_7,Bachelor's,f,other,1,30,3.0,6,6,No,High,45000,No,30,4,No,Yes,1
4882,HR,region_2,Master's & above,m,sourcing,1,60,5.0,13,8,No,High,43000,No,25,5,No,Yes,1
39100,Sales & Marketing,region_7,Bachelor's,f,other,3,32,1.0,6,9,Yes,High,45000,No,16,6,Yes,Yes,1
76419,Sales & Marketing,region_7,Master's & above,f,sourcing,1,42,4.0,4,7,No,High,30000,Yes,20,4,No,No,0
59575,Sales & Marketing,region_2,Master's & above,m,sourcing,1,39,5.0,2,7,Yes,Low,45000,No,25,3,Yes,No,0
49884,Procurement,region_2,Bachelor's,f,other,2,28,1.0,1,8,Yes,High,45000,Yes,30,6,Yes,No,0
49318,Procurement,region_2,Bachelor's,f,sourcing,1,34,4.0,7,9,Yes,High,50000,Yes,25,4,Yes,Yes,1
61950,Sales & Marketing,region_26,Bachelor's,m,other,1,51,3.0,19,7,No,Low,34000,No,30,3,No,No,0
23411,Operations,region_22,Master's & above,m,other,1,40,3.0,6,4,No,High,45000,No,25,5,No,Yes,1
45967,Procurement,region_8,Bachelor's,m,other,1,29,5.0,4,6,No,Low,45000,Yes,30,6,No,Yes,1
74033,Sales & Marketing,region_27,Bachelor's,m,other,1,33,3.0,8,8,No,Low,30000,No,23,5,No,Yes,1
45193,Technology,region_26,Master's & above,m,sourcing,1,44,1.0,15,9,Yes,Low,20000,No,30,4,Yes,Yes,1
39147,Sales & Marketing,region_16,,m,sourcing,2,23,,1,10,Yes,Low,25000,No,25,5,Yes,Yes,1
36155,Sales & Marketing,region_34,Bachelor's,m,other,2,31,1.0,4,9,Yes,Low,45000,No,30,6,Yes,Yes,1
52679,Operations,region_7,Master's & above,m,sourcing,1,46,3.0,19,8,Yes,Low,45000,Yes,25,5,Yes,Yes,1
8073,Sales & Marketing,region_22,Bachelor's,m,other,1,36,4.0,5,7,Yes,Low,53000,No,30,4,Yes,Yes,1
71,Analytics,region_2,Bachelor's,m,sourcing,1,36,4.0,6,8,No,Low,45000,Yes,15,6,No,Yes,1
98,Technology,region_22,Master's & above,m,other,1,53,1.0,11,9,Yes,Low,60000,No,20,7,Yes,Yes,1
50741,Procurement,region_7,Below Secondary,m,other,3,25,5.0,2,7,Yes,High,45000,No,25,5,Yes,Yes,1
72214,Sales & Marketing,region_25,Bachelor's,m,other,1,27,2.0,3,8,Yes,Low,43000,Yes,30,4,Yes,Yes,1
43922,Analytics,region_31,Master's & above,m,other,1,37,5.0,3,7,No,High,56000,No,35,3,No,No,0
59686,Procurement,region_31,Bachelor's,f,other,2,26,3.0,3,8,No,Low,43000,Yes,23,5,No,No,0
59169,Procurement,region_2,Bachelor's,m,sourcing,1,34,3.0,2,9,No,High,45000,Yes,35,6,No,Yes,1
30787,Technology,region_22,Bachelor's,f,other,1,26,5.0,3,7,Yes,Low,34000,No,30,3,Yes,No,0
71475,Analytics,region_11,Bachelor's,m,sourcing,2,28,4.0,5,9,Yes,High,25000,No,25,4,Yes,No,0
45936,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,42,1.0,2,8,Yes,Low,45000,No,20,5,Yes,No,0
8711,Procurement,region_17,Bachelor's,f,other,1,26,5.0,4,8,Yes,High,18000,Yes,28,6,Yes,Yes,1
32140,Sales & Marketing,region_3,Bachelor's,m,other,1,34,4.0,9,9,Yes,High,60000,No,30,4,Yes,Yes,1
19485,Analytics,region_32,Bachelor's,m,other,1,35,1.0,4,10,No,Low,89000,No,34,3,No,No,0
36508,Sales & Marketing,region_28,Bachelor's,m,other,2,28,3.0,5,8,No,Low,23000,Yes,25,3,No,No,0
63123,Operations,region_15,Bachelor's,m,sourcing,1,36,5.0,3,9,No,Low,45000,Yes,30,4,No,Yes,1
12912,Sales & Marketing,region_19,Bachelor's,m,other,1,28,3.0,4,7,Yes,High,39000,Yes,25,5,Yes,No,0
33534,Sales & Marketing,region_25,Bachelor's,m,other,1,27,3.0,4,8,Yes,High,40000,No,30,3,Yes,Yes,1
43337,Operations,region_13,Bachelor's,m,sourcing,1,38,2.0,10,9,Yes,High,45000,No,25,3,Yes,Yes,1
16573,Procurement,region_4,Master's & above,m,sourcing,1,43,4.0,4,7,No,High,56000,No,30,2,No,Yes,1
50260,Operations,region_19,Master's & above,m,other,1,38,4.0,3,8,No,High,34000,Yes,25,3,No,Yes,1
67503,Procurement,region_27,Bachelor's,m,sourcing,1,26,4.0,2,9,No,Low,45000,No,30,4,No,Yes,1
53736,Procurement,region_17,Bachelor's,f,sourcing,1,31,4.0,8,10,Yes,High,57000,Yes,25,4,Yes,Yes,1
23784,Analytics,region_28,Bachelor's,m,sourcing,1,29,5.0,6,8,Yes,Low,76000,No,30,3,Yes,Yes,1
33778,Procurement,region_7,Bachelor's,m,other,1,30,3.0,6,9,No,Low,87000,Yes,25,2,No,Yes,1
62623,Procurement,region_4,Master's & above,m,sourcing,1,35,3.0,6,10,Yes,Low,43000,No,30,4,Yes,Yes,1
3241,Sales & Marketing,region_16,Bachelor's,m,other,1,42,2.0,14,8,No,High,87000,No,25,3,No,No,0
77885,Technology,region_2,Master's & above,f,other,1,46,1.0,21,9,Yes,Low,43000,Yes,21,2,Yes,Yes,1
60032,Sales & Marketing,region_2,Master's & above,f,sourcing,1,49,3.0,15,7,Yes,High,45000,Yes,19,3,Yes,No,0
55196,Analytics,region_30,Bachelor's,m,sourcing,1,28,3.0,4,8,Yes,Low,34000,No,20,4,Yes,No,0
26472,Technology,region_7,Master's & above,f,other,1,32,3.0,6,9,No,High,25000,Yes,25,3,No,Yes,1
17005,HR,region_2,Master's & above,m,sourcing,1,31,4.0,6,7,Yes,Low,45000,No,30,2,Yes,Yes,1
63920,Operations,region_2,Master's & above,f,other,1,48,3.0,15,8,No,High,18000,Yes,25,1,No,Yes,1
75311,Operations,region_14,Bachelor's,f,other,1,38,3.0,3,9,No,High,60000,No,30,3,No,No,0
44384,Technology,region_10,Bachelor's,f,other,1,30,1.0,3,7,No,Low,89000,Yes,525,4,No,No,0
9419,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,3.0,4,8,Yes,High,23000,Yes,10,5,Yes,Yes,1
33307,Analytics,region_31,Bachelor's,m,sourcing,2,29,3.0,2,9,No,High,45000,No,8,3,No,Yes,1
33157,Procurement,region_13,Master's & above,f,sourcing,1,34,3.0,4,7,Yes,Low,39000,Yes,12,2,Yes,Yes,1
41450,Technology,region_25,Bachelor's,m,other,3,31,5.0,8,9,Yes,High,40000,No,15,3,Yes,Yes,1
1234,Technology,region_2,Below Secondary,m,other,3,23,,1,7,No,Low,45000,No,20,4,No,No,0
2484,Analytics,region_11,Bachelor's,m,other,1,28,4.0,5,9,No,High,56000,Yes,25,4,No,Yes,1
865,Sales & Marketing,region_22,Bachelor's,m,other,1,39,5.0,11,7,Yes,Low,34000,No,30,5,Yes,No,0
19502,Sales & Marketing,region_9,Bachelor's,m,other,1,28,3.0,2,6,No,High,45000,No,25,3,No,Yes,1
43171,Analytics,region_16,Bachelor's,m,sourcing,1,38,1.0,8,9,No,Low,57000,No,20,3,No,Yes,1
72732,R&D,region_29,Master's & above,m,sourcing,1,28,4.0,2,7,No,Low,76000,No,25,2,No,Yes,1
12758,Technology,region_31,Bachelor's,m,other,2,31,3.0,3,8,No,Low,87000,No,30,3,No,No,0
35212,Technology,region_33,Bachelor's,m,other,1,29,3.0,3,9,Yes,Low,45000,Yes,25,4,Yes,No,0
1930,Procurement,region_2,Bachelor's,m,other,2,36,3.0,9,6,No,Low,45000,No,30,1,No,No,0
8665,Operations,region_16,Bachelor's,m,other,1,35,5.0,3,7,Yes,Low,30000,Yes,19,3,Yes,No,0
60500,Operations,region_30,Bachelor's,f,sourcing,2,32,3.0,6,9,No,Low,20000,Yes,15,4,No,No,0
65621,Technology,region_2,Bachelor's,m,other,1,30,5.0,6,9,No,Low,25000,Yes,20,3,No,Yes,1
74391,Sales & Marketing,region_22,,m,sourcing,2,28,3.0,5,8,Yes,Low,45000,No,30,4,Yes,No,0
63636,Sales & Marketing,region_2,Bachelor's,m,other,1,36,4.0,8,7,No,High,45000,Yes,25,2,No,Yes,1
6583,Sales & Marketing,region_29,Bachelor's,m,other,2,29,4.0,2,10,Yes,Low,53000,Yes,16,3,Yes,No,0
67600,Technology,region_27,Bachelor's,f,sourcing,1,28,4.0,2,7,Yes,High,45000,No,20,4,Yes,No,0
7370,Sales & Marketing,region_21,Bachelor's,m,other,1,48,3.0,4,6,No,Low,60000,Yes,25,3,No,No,0
54219,Sales & Marketing,region_1,Master's & above,m,sourcing,1,31,3.0,5,8,No,High,45000,No,30,2,No,Yes,1
51591,Procurement,region_31,Bachelor's,m,sourcing,1,43,5.0,11,9,No,Low,43000,No,25,4,No,Yes,1
68732,Procurement,region_2,Master's & above,f,sourcing,1,55,1.0,5,6,Yes,High,56000,No,30,2,Yes,Yes,1
67661,Analytics,region_6,Bachelor's,m,other,1,34,3.0,6,8,No,Low,43000,Yes,25,4,No,Yes,1
59045,Sales & Marketing,region_3,Bachelor's,m,other,2,42,4.0,17,9,No,High,45000,No,30,4,No,Yes,1
17771,Procurement,region_26,Bachelor's,f,sourcing,1,39,3.0,2,8,Yes,High,34000,Yes,23,3,Yes,No,0
52326,Sales & Marketing,region_20,Master's & above,m,other,1,44,3.0,7,8,Yes,Low,25000,No,30,2,Yes,Yes,1
65036,HR,region_25,Bachelor's,m,other,1,33,4.0,5,7,Yes,Low,45000,Yes,25,3,Yes,Yes,1
21317,Sales & Marketing,region_3,Bachelor's,m,other,1,26,5.0,2,5,No,Low,45000,Yes,30,4,No,Yes,1
67019,Operations,region_2,Bachelor's,f,referred,2,32,5.0,6,7,No,High,78300,Yes,25,4,No,Yes,1
10084,Sales & Marketing,region_20,Bachelor's,m,other,1,33,4.0,6,7,No,High,56000,Yes,30,3,No,Yes,1
23316,Operations,region_13,Bachelor's,f,sourcing,1,33,3.0,7,8,Yes,High,45000,Yes,15,4,Yes,No,0
3101,Analytics,region_11,Bachelor's,m,other,2,30,3.0,4,9,No,High,43000,No,20,3,No,No,0
5995,Analytics,region_2,Bachelor's,m,other,1,37,1.0,10,6,Yes,High,45000,No,25,4,Yes,Yes,1
1515,Analytics,region_22,Bachelor's,m,other,1,35,4.0,7,8,No,Low,30000,Yes,30,5,No,No,0
50891,Analytics,region_22,Bachelor's,m,sourcing,1,34,1.0,5,9,Yes,High,45000,Yes,35,3,Yes,Yes,1
13252,Operations,region_4,Bachelor's,m,sourcing,1,44,5.0,5,7,No,High,45000,Yes,23,4,No,No,0
19715,Sales & Marketing,region_7,Master's & above,m,other,1,38,3.0,8,7,No,Low,50000,No,35,4,No,Yes,1
29304,Sales & Marketing,region_28,Bachelor's,m,other,2,26,1.0,2,8,Yes,High,34000,Yes,30,3,Yes,Yes,1
5714,Sales & Marketing,region_13,Bachelor's,m,other,2,32,2.0,3,9,Yes,Low,45000,No,25,4,Yes,Yes,1
8330,Procurement,region_26,Bachelor's,m,other,2,37,3.0,4,7,No,Low,45000,No,20,4,No,No,0
66755,R&D,region_11,Bachelor's,m,other,1,32,3.0,6,4,Yes,Low,30000,Yes,28,5,Yes,No,0
74058,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,4.0,12,6,No,Low,20000,Yes,30,3,No,No,0
6367,Sales & Marketing,region_2,Bachelor's,m,other,1,28,2.0,6,8,Yes,High,25000,No,34,3,Yes,Yes,1
63718,Sales & Marketing,region_2,Master's & above,m,other,1,43,5.0,5,9,No,High,45000,No,25,4,No,Yes,1
36248,Technology,region_33,Bachelor's,m,sourcing,1,32,1.0,3,10,Yes,Low,45000,No,30,5,Yes,Yes,1
48935,Sales & Marketing,region_22,Bachelor's,f,other,1,28,,1,9,Yes,Low,53000,Yes,25,4,Yes,No,0
28700,Analytics,region_29,Bachelor's,m,other,1,34,1.0,8,8,No,Low,45000,No,30,3,No,No,0
72832,HR,region_3,Master's & above,m,other,1,32,5.0,7,7,Yes,High,60000,Yes,25,2,Yes,Yes,1
34583,Operations,region_2,,f,sourcing,1,47,3.0,8,8,No,Low,45000,No,30,4,No,Yes,1
60218,Finance,region_7,Bachelor's,m,other,1,29,3.0,4,9,No,High,43000,Yes,25,4,No,No,0
10027,Operations,region_7,Bachelor's,f,sourcing,1,32,4.0,5,7,Yes,Low,56000,Yes,30,3,Yes,Yes,1
67918,Operations,region_26,Bachelor's,m,sourcing,1,31,4.0,9,8,No,High,43000,No,25,4,No,Yes,1
9306,Sales & Marketing,region_2,Bachelor's,m,other,1,34,5.0,6,7,No,Low,45000,No,30,5,No,Yes,1
42728,Operations,region_4,Master's & above,m,other,1,47,3.0,5,8,No,High,34000,Yes,25,3,No,Yes,1
49361,Finance,region_31,Bachelor's,m,other,1,38,3.0,3,9,No,Low,25000,No,30,2,No,Yes,1
45450,Procurement,region_2,Bachelor's,m,other,1,34,2.0,8,7,No,High,45000,Yes,25,3,No,Yes,1
35756,Legal,region_22,Master's & above,m,other,1,58,3.0,10,9,Yes,High,18000,Yes,21,4,Yes,Yes,1
64871,Sales & Marketing,region_31,Master's & above,m,sourcing,2,46,3.0,7,8,No,Low,60000,No,19,4,No,No,0
39223,Operations,region_2,Below Secondary,m,other,1,23,,1,8,Yes,Low,89000,No,20,3,Yes,Yes,1
31334,Operations,region_7,Bachelor's,m,other,2,28,2.0,2,9,Yes,Low,23000,Yes,25,2,Yes,No,0
22127,Finance,region_15,Bachelor's,m,other,1,32,5.0,2,10,Yes,High,45000,No,30,2,Yes,No,0
68969,Sales & Marketing,region_2,Master's & above,m,referred,1,32,5.0,4,8,No,High,39000,Yes,25,3,No,Yes,1
10969,Analytics,region_32,Bachelor's,f,other,1,32,2.0,5,9,Yes,High,40000,No,30,4,Yes,Yes,1
1646,Technology,region_7,Bachelor's,m,other,1,36,2.0,3,7,Yes,High,45000,No,525,3,Yes,Yes,1
57075,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,5.0,4,8,No,High,56000,Yes,10,2,No,Yes,1
23259,Technology,region_2,Bachelor's,f,sourcing,1,24,4.0,2,9,Yes,Low,34000,Yes,8,3,Yes,No,0
44911,Sales & Marketing,region_26,Master's & above,m,other,2,43,3.0,17,7,No,High,45000,Yes,12,2,No,No,0
32182,Sales & Marketing,region_2,,f,other,2,25,3.0,2,8,No,Low,57000,Yes,15,3,No,Yes,1
39884,Operations,region_31,Bachelor's,f,other,1,33,3.0,7,9,No,Low,76000,No,26,2,No,Yes,1
23216,Procurement,region_13,Master's & above,f,other,1,34,5.0,7,10,Yes,Low,87000,Yes,30,3,Yes,Yes,1
42612,HR,region_7,Bachelor's,f,other,1,25,,1,8,No,High,43000,No,19,4,No,No,0
64544,Technology,region_2,,m,sourcing,1,26,3.0,3,9,Yes,Low,87000,Yes,15,6,Yes,Yes,1
68179,Analytics,region_2,Bachelor's,m,other,1,48,5.0,5,10,No,High,43000,Yes,20,4,No,No,0
46119,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,27,,1,8,Yes,Low,45000,No,30,2,Yes,Yes,1
36336,Sales & Marketing,region_26,Bachelor's,m,other,1,37,5.0,11,9,Yes,High,34000,Yes,25,4,Yes,Yes,1
44757,HR,region_26,Bachelor's,f,other,1,31,3.0,5,7,Yes,Low,25000,Yes,16,3,Yes,Yes,1
22706,Procurement,region_2,Master's & above,m,other,3,40,3.0,2,8,Yes,Low,45000,No,20,5,Yes,Yes,1
9667,Technology,region_2,Bachelor's,m,other,1,30,1.0,7,9,Yes,High,18000,No,25,6,Yes,Yes,1
13121,Sales & Marketing,region_9,Bachelor's,m,other,1,20,2.0,2,7,No,Low,60000,Yes,30,5,No,Yes,1
61449,Technology,region_22,Master's & above,m,other,4,38,3.0,8,8,No,High,89000,No,25,4,No,Yes,1
20684,Operations,region_22,Bachelor's,f,other,1,39,4.0,10,9,Yes,Low,23000,Yes,30,5,Yes,Yes,1
31231,Operations,region_11,Bachelor's,m,other,1,31,5.0,6,7,Yes,Low,45000,No,25,6,Yes,Yes,1
68303,Analytics,region_26,Bachelor's,m,sourcing,2,24,4.0,2,8,Yes,Low,39000,Yes,30,5,Yes,Yes,1
10416,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,4.0,3,9,No,Low,40000,Yes,23,4,No,No,0
67030,Legal,region_24,Bachelor's,m,sourcing,1,32,1.0,6,7,Yes,Low,45000,Yes,30,6,Yes,Yes,1
42195,Sales & Marketing,region_7,Bachelor's,f,other,1,38,5.0,4,9,No,Low,56000,Yes,25,7,No,Yes,1
75285,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,13,7,No,Low,34000,Yes,30,5,No,Yes,1
23430,Sales & Marketing,region_7,Bachelor's,m,other,1,39,4.0,9,9,Yes,Low,45000,Yes,25,4,Yes,Yes,1
64710,Operations,region_2,Master's & above,f,other,3,36,5.0,4,7,Yes,Low,45000,Yes,30,3,Yes,Yes,1
51287,Sales & Marketing,region_13,Master's & above,f,sourcing,1,31,3.0,8,6,No,High,53000,Yes,15,5,No,Yes,1
59585,Procurement,region_2,Bachelor's,f,other,2,36,3.0,3,9,No,Low,45000,No,20,6,No,Yes,1
44772,Operations,region_11,Master's & above,m,sourcing,1,33,3.0,10,7,No,High,60000,Yes,25,3,No,Yes,1
38393,Procurement,region_2,Bachelor's,f,sourcing,1,39,4.0,9,8,Yes,Low,45000,No,30,4,Yes,No,0
22163,Procurement,region_29,Bachelor's,m,sourcing,1,31,1.0,3,9,No,High,43000,No,35,5,No,Yes,1
19208,Sales & Marketing,region_7,Bachelor's,m,other,1,41,5.0,8,6,Yes,Low,56000,Yes,23,6,Yes,Yes,1
33956,Sales & Marketing,region_2,Bachelor's,f,other,1,30,4.0,4,7,No,High,43000,No,35,4,No,No,0
37026,Operations,region_32,Bachelor's,m,other,1,35,3.0,10,9,Yes,Low,45000,Yes,30,3,Yes,Yes,1
56313,Analytics,region_22,,f,other,1,28,4.0,2,9,Yes,High,34000,No,25,3,Yes,No,0
51689,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,33,,1,8,No,High,25000,No,20,4,No,Yes,1
31434,Analytics,region_22,Bachelor's,m,sourcing,4,25,4.0,3,7,No,Low,45000,Yes,28,5,No,Yes,1
13597,Analytics,region_2,Bachelor's,m,other,1,51,3.0,9,10,Yes,Low,18000,Yes,30,3,Yes,Yes,1
14658,HR,region_32,Bachelor's,m,sourcing,1,32,3.0,9,7,No,Low,60000,No,34,3,No,No,0
64360,Analytics,region_27,Bachelor's,m,other,1,29,3.0,5,6,Yes,High,89000,Yes,25,2,Yes,No,0
55770,Sales & Marketing,region_23,Master's & above,m,sourcing,1,38,1.0,12,8,Yes,High,23000,No,30,3,Yes,No,0
17455,Finance,region_26,Master's & above,m,sourcing,1,35,3.0,3,9,No,High,45000,No,25,4,No,Yes,1
12847,Technology,region_22,Bachelor's,m,other,1,37,3.0,7,6,No,High,39000,No,30,4,No,No,0
73283,Analytics,region_22,,m,other,1,25,,1,8,Yes,High,40000,Yes,25,3,Yes,Yes,1
11194,Procurement,region_15,Master's & above,m,sourcing,2,36,5.0,9,9,No,Low,45000,No,30,2,No,No,0
34964,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,36,3.0,8,7,Yes,High,56000,Yes,25,4,Yes,Yes,1
62239,HR,region_22,Bachelor's,m,other,1,30,4.0,5,8,No,High,34000,Yes,30,3,No,Yes,1
4985,Operations,region_7,Master's & above,m,sourcing,1,51,3.0,17,9,No,Low,45000,No,25,2,No,Yes,1
60766,Finance,region_32,Bachelor's,m,other,1,28,3.0,2,7,Yes,High,57000,Yes,30,3,Yes,Yes,1
59711,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,1.0,3,9,Yes,Low,76000,No,25,4,Yes,No,0
57794,R&D,region_22,Bachelor's,m,other,2,25,4.0,3,7,Yes,Low,87000,Yes,30,3,Yes,Yes,1
15348,Operations,region_17,Bachelor's,f,sourcing,1,26,3.0,2,9,Yes,Low,43000,Yes,25,2,Yes,No,0
4527,Technology,region_22,Master's & above,m,other,1,48,1.0,15,7,No,Low,87000,No,21,1,No,Yes,1
52957,Technology,region_22,Master's & above,m,other,1,37,4.0,6,6,Yes,Low,43000,No,19,3,Yes,Yes,1
16254,Sales & Marketing,region_2,Master's & above,m,other,1,53,3.0,17,9,No,Low,45000,No,20,4,No,No,0
69302,R&D,region_15,Master's & above,m,other,2,31,4.0,3,7,Yes,Low,34000,Yes,25,5,Yes,Yes,1
53610,Procurement,region_6,Bachelor's,f,sourcing,3,25,1.0,2,8,Yes,Low,25000,No,30,3,Yes,No,0
9036,Analytics,region_5,Master's & above,m,other,2,36,3.0,7,9,No,Low,45000,Yes,25,2,No,No,0
28469,Operations,region_16,Master's & above,f,other,1,44,1.0,14,6,Yes,High,18000,Yes,30,3,Yes,Yes,1
16939,Sales & Marketing,region_17,Bachelor's,m,other,1,31,4.0,3,7,Yes,Low,60000,No,525,4,Yes,No,0
2954,Procurement,region_2,Bachelor's,f,other,1,27,3.0,4,9,No,High,89000,No,10,4,No,Yes,1
53244,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,38,1.0,5,9,No,Low,23000,No,8,5,No,Yes,1
60926,Procurement,region_4,Bachelor's,m,other,2,26,3.0,2,8,Yes,High,45000,No,12,3,Yes,Yes,1
48005,Technology,region_2,Bachelor's,m,referred,1,27,3.0,2,7,No,Low,39000,No,15,3,No,No,0
20723,Operations,region_4,Master's & above,f,other,1,34,3.0,5,10,Yes,High,40000,No,20,2,Yes,Yes,1
693,Sales & Marketing,region_2,,m,sourcing,1,42,1.0,4,7,No,Low,45000,No,25,3,No,Yes,1
13741,Legal,region_2,Bachelor's,m,sourcing,1,49,5.0,18,6,Yes,High,56000,No,30,4,Yes,No,0
52543,Analytics,region_22,Bachelor's,f,other,2,29,3.0,6,8,Yes,High,34000,No,25,1,Yes,Yes,1
8691,Finance,region_25,Bachelor's,m,other,1,32,5.0,6,9,Yes,Low,45000,No,20,3,Yes,Yes,1
44105,Sales & Marketing,region_28,,m,other,1,34,5.0,7,6,Yes,Low,57000,No,25,4,Yes,Yes,1
7714,Operations,region_4,Bachelor's,m,sourcing,1,45,3.0,3,8,Yes,Low,76000,No,30,3,Yes,Yes,1
59937,Finance,region_32,Bachelor's,m,sourcing,1,34,5.0,6,9,Yes,High,87000,No,25,4,Yes,No,0
14332,Operations,region_26,Bachelor's,f,other,1,34,3.0,4,8,Yes,High,43000,Yes,30,2,Yes,Yes,1
3036,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,6,9,Yes,High,87000,No,19,3,Yes,No,0
38425,Technology,region_5,Bachelor's,m,sourcing,2,39,3.0,5,7,No,High,45000,No,15,4,No,No,0
50560,Sales & Marketing,region_2,,m,sourcing,2,24,,1,8,Yes,High,45000,Yes,20,3,Yes,Yes,1
64176,Procurement,region_11,Bachelor's,m,sourcing,1,30,3.0,3,9,No,Low,30000,Yes,30,2,No,Yes,1
19417,Sales & Marketing,region_16,Master's & above,m,sourcing,1,54,4.0,15,10,No,High,20000,No,25,4,No,Yes,1
40938,Procurement,region_2,Master's & above,f,other,1,54,5.0,15,7,Yes,Low,25000,No,16,2,Yes,Yes,1
41901,Technology,region_4,Master's & above,m,sourcing,1,42,4.0,5,8,No,Low,45000,No,20,4,No,Yes,1
50167,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,5.0,10,8,Yes,Low,45000,Yes,25,4,Yes,No,0
65579,Procurement,region_7,Bachelor's,f,sourcing,2,29,5.0,2,7,No,High,53000,No,30,3,No,No,0
27678,Procurement,region_13,Bachelor's,f,sourcing,1,34,1.0,7,5,No,Low,45000,No,25,2,No,Yes,1
68354,Operations,region_27,Bachelor's,m,sourcing,1,43,1.0,6,7,Yes,High,60000,Yes,30,3,Yes,Yes,1
10883,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,2.0,4,9,Yes,Low,45000,No,25,4,Yes,No,0
42205,Sales & Marketing,region_2,,m,other,1,20,5.0,2,8,No,High,43000,No,30,4,No,No,0
52739,HR,region_27,Bachelor's,m,other,1,26,5.0,2,9,Yes,Low,56000,No,23,3,Yes,Yes,1
18856,Sales & Marketing,region_7,Master's & above,m,other,2,34,1.0,2,6,No,High,43000,No,30,4,No,Yes,1
75808,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4.0,3,8,No,High,45000,No,25,3,No,Yes,1
56545,Finance,region_2,Bachelor's,f,other,1,35,4.0,8,9,No,Low,34000,No,30,4,No,Yes,1
65799,Finance,region_2,Master's & above,f,sourcing,1,38,5.0,3,7,Yes,High,25000,No,25,5,Yes,No,0
38353,HR,region_6,Bachelor's,m,sourcing,1,24,,1,7,No,High,45000,No,30,3,No,Yes,1
5399,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,2.0,2,8,Yes,Low,45000,No,15,4,Yes,Yes,1
45934,HR,region_13,Bachelor's,m,other,1,26,3.0,2,9,Yes,High,78300,No,20,4,Yes,No,0
1905,Analytics,region_25,Bachelor's,m,other,3,30,5.0,7,7,No,Low,56000,Yes,25,3,No,No,0
21806,Procurement,region_15,Master's & above,m,sourcing,1,39,2.0,6,4,Yes,High,45000,No,30,4,Yes,Yes,1
66157,Analytics,region_2,Bachelor's,m,other,1,35,3.0,4,6,No,Low,43000,No,35,4,No,No,0
6402,Sales & Marketing,region_26,Master's & above,m,other,1,41,5.0,14,8,Yes,High,45000,No,23,5,Yes,No,0
24075,Finance,region_2,Below Secondary,f,other,1,25,3.0,2,9,Yes,Low,30000,No,35,3,Yes,No,0
1420,Analytics,region_22,Bachelor's,f,other,1,26,5.0,3,10,No,Low,45000,Yes,30,3,No,Yes,1
73993,Analytics,region_22,Bachelor's,m,sourcing,1,39,5.0,12,9,No,Low,45000,No,25,4,No,Yes,1
14514,Sales & Marketing,region_15,Bachelor's,m,other,1,39,3.0,12,8,No,Low,50000,Yes,20,5,No,Yes,1
5310,Procurement,region_31,Bachelor's,m,sourcing,1,37,5.0,3,7,Yes,Low,34000,No,28,4,Yes,Yes,1
