employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status
23259,Technology,region_2,Bachelor's,f,sourcing,1,24,4,2,9,Yes,Low,34000,Yes,8,3,Yes,No
44911,Sales & Marketing,region_26,Master's & above,m,other,2,43,3,17,7,No,High,45000,Yes,12,2,No,No
32182,Sales & Marketing,region_2,,f,other,2,25,3,2,8,No,Low,57000,Yes,15,3,No,Yes
39884,Operations,region_31,Bachelor's,f,other,1,33,3,7,9,No,Low,76000,No,26,2,No,Yes
23216,Procurement,region_13,Master's & above,f,other,1,34,5,7,10,Yes,Low,87000,Yes,30,3,Yes,Yes
42612,HR,region_7,Bachelor's,f,other,1,25,,1,8,No,High,43000,No,19,4,No,No
64544,Technology,region_2,,m,sourcing,1,26,3,3,9,Yes,Low,87000,Yes,15,6,Yes,Yes
68179,Analytics,region_2,Bachelor's,m,other,1,48,5,5,10,No,High,43000,Yes,20,4,No,No
46119,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,27,,1,8,Yes,Low,45000,No,30,2,Yes,Yes
36336,Sales & Marketing,region_26,Bachelor's,m,other,1,37,5,11,9,Yes,High,34000,Yes,25,4,Yes,Yes
44757,HR,region_26,Bachelor's,f,other,1,31,3,5,7,Yes,Low,25000,Yes,16,3,Yes,Yes
22706,Procurement,region_2,Master's & above,m,other,3,40,3,2,8,Yes,Low,45000,No,20,5,Yes,Yes
9667,Technology,region_2,Bachelor's,m,other,1,30,1,7,9,Yes,High,18000,No,25,6,Yes,Yes
13121,Sales & Marketing,region_9,Bachelor's,m,other,1,20,2,2,7,No,Low,60000,Yes,30,5,No,Yes
61449,Technology,region_22,Master's & above,m,other,4,38,3,8,8,No,High,89000,No,25,4,No,Yes
20684,Operations,region_22,Bachelor's,f,other,1,39,4,10,9,Yes,Low,23000,Yes,30,5,Yes,Yes
31231,Operations,region_11,Bachelor's,m,other,1,31,5,6,7,Yes,Low,45000,No,25,6,Yes,Yes
68303,Analytics,region_26,Bachelor's,m,sourcing,2,24,4,2,8,Yes,Low,39000,Yes,30,5,Yes,Yes
10416,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,4,3,9,No,Low,40000,Yes,23,4,No,No
67030,Legal,region_24,Bachelor's,m,sourcing,1,32,1,6,7,Yes,Low,45000,Yes,30,6,Yes,Yes
42195,Sales & Marketing,region_7,Bachelor's,f,other,1,38,5,4,9,No,Low,56000,Yes,25,7,No,Yes
75285,Analytics,region_2,Bachelor's,m,sourcing,1,41,3,13,7,No,Low,34000,Yes,30,5,No,Yes
23430,Sales & Marketing,region_7,Bachelor's,m,other,1,39,4,9,9,Yes,Low,45000,Yes,25,4,Yes,Yes
64710,Operations,region_2,Master's & above,f,other,3,36,5,4,7,Yes,Low,45000,Yes,30,3,Yes,Yes
51287,Sales & Marketing,region_13,Master's & above,f,sourcing,1,31,3,8,6,No,High,53000,Yes,15,5,No,Yes
59585,Procurement,region_2,Bachelor's,f,other,2,36,3,3,9,No,Low,45000,No,20,6,No,Yes
44772,Operations,region_11,Master's & above,m,sourcing,1,33,3,10,7,No,High,60000,Yes,25,3,No,Yes
38393,Procurement,region_2,Bachelor's,f,sourcing,1,39,4,9,8,Yes,Low,45000,No,30,4,Yes,No
22163,Procurement,region_29,Bachelor's,m,sourcing,1,31,1,3,9,No,High,43000,No,35,5,No,Yes
19208,Sales & Marketing,region_7,Bachelor's,m,other,1,41,5,8,6,Yes,Low,56000,Yes,23,6,Yes,Yes
33956,Sales & Marketing,region_2,Bachelor's,f,other,1,30,4,4,7,No,High,43000,No,35,4,No,No
37026,Operations,region_32,Bachelor's,m,other,1,35,3,10,9,Yes,Low,45000,Yes,30,3,Yes,Yes
56313,Analytics,region_22,,f,other,1,28,4,2,9,Yes,High,34000,No,25,3,Yes,No
51689,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,33,,1,8,No,High,25000,No,20,4,No,Yes
31434,Analytics,region_22,Bachelor's,m,sourcing,4,25,4,3,7,No,Low,45000,Yes,28,5,No,Yes
13597,Analytics,region_2,Bachelor's,m,other,1,51,3,9,10,Yes,Low,18000,Yes,30,3,Yes,Yes
14658,HR,region_32,Bachelor's,m,sourcing,1,32,3,9,7,No,Low,60000,No,34,3,No,No
64360,Analytics,region_27,Bachelor's,m,other,1,29,3,5,6,Yes,High,89000,Yes,25,2,Yes,No
55770,Sales & Marketing,region_23,Master's & above,m,sourcing,1,38,1,12,8,Yes,High,23000,No,30,3,Yes,No
17455,Finance,region_26,Master's & above,m,sourcing,1,35,3,3,9,No,High,45000,No,25,4,No,Yes
12847,Technology,region_22,Bachelor's,m,other,1,37,3,7,6,No,High,39000,No,30,4,No,No
73283,Analytics,region_22,,m,other,1,25,,1,8,Yes,High,40000,Yes,25,3,Yes,Yes
11194,Procurement,region_15,Master's & above,m,sourcing,2,36,5,9,9,No,Low,45000,No,30,2,No,No
34964,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,36,3,8,7,Yes,High,56000,Yes,25,4,Yes,Yes
62239,HR,region_22,Bachelor's,m,other,1,30,4,5,8,No,High,34000,Yes,30,3,No,Yes
4985,Operations,region_7,Master's & above,m,sourcing,1,51,3,17,9,No,Low,45000,No,25,2,No,Yes
60766,Finance,region_32,Bachelor's,m,other,1,28,3,2,7,Yes,High,57000,Yes,30,3,Yes,Yes
59711,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,1,3,9,Yes,Low,76000,No,25,4,Yes,No
57794,R&D,region_22,Bachelor's,m,other,2,25,4,3,7,Yes,Low,87000,Yes,30,3,Yes,Yes
15348,Operations,region_17,Bachelor's,f,sourcing,1,26,3,2,9,Yes,Low,43000,Yes,25,2,Yes,No
4527,Technology,region_22,Master's & above,m,other,1,48,1,15,7,No,Low,87000,No,21,1,No,Yes
52957,Technology,region_22,Master's & above,m,other,1,37,4,6,6,Yes,Low,43000,No,19,3,Yes,Yes
16254,Sales & Marketing,region_2,Master's & above,m,other,1,53,3,17,9,No,Low,45000,No,20,4,No,No
69302,R&D,region_15,Master's & above,m,other,2,31,4,3,7,Yes,Low,34000,Yes,25,5,Yes,Yes
53610,Procurement,region_6,Bachelor's,f,sourcing,3,25,1,2,8,Yes,Low,25000,No,30,3,Yes,No
9036,Analytics,region_5,Master's & above,m,other,2,36,3,7,9,No,Low,45000,Yes,25,2,No,No
28469,Operations,region_16,Master's & above,f,other,1,44,1,14,6,Yes,High,18000,Yes,30,3,Yes,Yes
16939,Sales & Marketing,region_17,Bachelor's,m,other,1,31,4,3,7,Yes,Low,60000,No,525,4,Yes,No
2954,Procurement,region_2,Bachelor's,f,other,1,27,3,4,9,No,High,89000,No,10,4,No,Yes
53244,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,38,1,5,9,No,Low,23000,No,8,5,No,Yes
60926,Procurement,region_4,Bachelor's,m,other,2,26,3,2,8,Yes,High,45000,No,12,3,Yes,Yes
48005,Technology,region_2,Bachelor's,m,referred,1,27,3,2,7,No,Low,39000,No,15,3,No,No
20723,Operations,region_4,Master's & above,f,other,1,34,3,5,10,Yes,High,40000,No,20,2,Yes,Yes
693,Sales & Marketing,region_2,,m,sourcing,1,42,1,4,7,No,Low,45000,No,25,3,No,Yes
13741,Legal,region_2,Bachelor's,m,sourcing,1,49,5,18,6,Yes,High,56000,No,30,4,Yes,No
52543,Analytics,region_22,Bachelor's,f,other,2,29,3,6,8,Yes,High,34000,No,25,1,Yes,Yes
8691,Finance,region_25,Bachelor's,m,other,1,32,5,6,9,Yes,Low,45000,No,20,3,Yes,Yes
44105,Sales & Marketing,region_28,,m,other,1,34,5,7,6,Yes,Low,57000,No,25,4,Yes,Yes
7714,Operations,region_4,Bachelor's,m,sourcing,1,45,3,3,8,Yes,Low,76000,No,30,3,Yes,Yes
59937,Finance,region_32,Bachelor's,m,sourcing,1,34,5,6,9,Yes,High,87000,No,25,4,Yes,No
14332,Operations,region_26,Bachelor's,f,other,1,34,3,4,8,Yes,High,43000,Yes,30,2,Yes,Yes
3036,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1,6,9,Yes,High,87000,No,19,3,Yes,No
38425,Technology,region_5,Bachelor's,m,sourcing,2,39,3,5,7,No,High,45000,No,15,4,No,No
50560,Sales & Marketing,region_2,,m,sourcing,2,24,,1,8,Yes,High,45000,Yes,20,3,Yes,Yes
64176,Procurement,region_11,Bachelor's,m,sourcing,1,30,3,3,9,No,Low,30000,Yes,30,2,No,Yes
19417,Sales & Marketing,region_16,Master's & above,m,sourcing,1,54,4,15,10,No,High,20000,No,25,4,No,Yes
40938,Procurement,region_2,Master's & above,f,other,1,54,5,15,7,Yes,Low,25000,No,16,2,Yes,Yes
41901,Technology,region_4,Master's & above,m,sourcing,1,42,4,5,8,No,Low,45000,No,20,4,No,Yes
50167,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,5,10,8,Yes,Low,45000,Yes,25,4,Yes,No
65579,Procurement,region_7,Bachelor's,f,sourcing,2,29,5,2,7,No,High,53000,No,30,3,No,No
27678,Procurement,region_13,Bachelor's,f,sourcing,1,34,1,7,5,No,Low,45000,No,25,2,No,Yes
68354,Operations,region_27,Bachelor's,m,sourcing,1,43,1,6,7,Yes,High,60000,Yes,30,3,Yes,Yes
10883,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,2,4,9,Yes,Low,45000,No,25,4,Yes,No
42205,Sales & Marketing,region_2,,m,other,1,20,5,2,8,No,High,43000,No,30,4,No,No
52739,HR,region_27,Bachelor's,m,other,1,26,5,2,9,Yes,Low,56000,No,23,3,Yes,Yes
18856,Sales & Marketing,region_7,Master's & above,m,other,2,34,1,2,6,No,High,43000,No,30,4,No,Yes
75808,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4,3,8,No,High,45000,No,25,3,No,Yes
56545,Finance,region_2,Bachelor's,f,other,1,35,4,8,9,No,Low,34000,No,30,4,No,Yes
65799,Finance,region_2,Master's & above,f,sourcing,1,38,5,3,7,Yes,High,25000,No,25,5,Yes,No
38353,HR,region_6,Bachelor's,m,sourcing,1,24,,1,7,No,High,45000,No,30,3,No,Yes
5399,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,2,2,8,Yes,Low,45000,No,15,4,Yes,Yes
45934,HR,region_13,Bachelor's,m,other,1,26,3,2,9,Yes,High,78300,No,20,4,Yes,No
1905,Analytics,region_25,Bachelor's,m,other,3,30,5,7,7,No,Low,56000,Yes,25,3,No,No
21806,Procurement,region_15,Master's & above,m,sourcing,1,39,2,6,4,Yes,High,45000,No,30,4,Yes,Yes
66157,Analytics,region_2,Bachelor's,m,other,1,35,3,4,6,No,Low,43000,No,35,4,No,No
6402,Sales & Marketing,region_26,Master's & above,m,other,1,41,5,14,8,Yes,High,45000,No,23,5,Yes,No
24075,Finance,region_2,Below Secondary,f,other,1,25,3,2,9,Yes,Low,30000,No,35,3,Yes,No
1420,Analytics,region_22,Bachelor's,f,other,1,26,5,3,10,No,Low,45000,Yes,30,3,No,Yes
73993,Analytics,region_22,Bachelor's,m,sourcing,1,39,5,12,9,No,Low,45000,No,25,4,No,Yes
14514,Sales & Marketing,region_15,Bachelor's,m,other,1,39,3,12,8,No,Low,50000,Yes,20,5,No,Yes
5310,Procurement,region_31,Bachelor's,m,sourcing,1,37,5,3,7,Yes,Low,34000,No,28,4,Yes,Yes
49242,Procurement,region_2,Master's & above,f,other,1,56,4,17,8,No,Low,45000,No,30,3,No,No
20956,Sales & Marketing,region_13,Master's & above,f,sourcing,1,35,3,4,9,Yes,Low,45000,Yes,34,2,Yes,Yes
63034,Sales & Marketing,region_7,Master's & above,m,other,1,37,5,7,7,Yes,Low,30000,Yes,25,4,Yes,Yes
25473,Operations,region_2,Master's & above,f,other,1,53,3,11,8,No,Low,20000,No,30,4,No,No
44480,Operations,region_23,Master's & above,f,sourcing,1,40,5,8,7,No,High,25000,No,25,3,No,No
22826,Operations,region_6,Bachelor's,f,other,2,29,4,3,8,No,Low,45000,No,30,4,No,Yes
41573,Sales & Marketing,region_2,Bachelor's,f,other,1,35,4,7,9,No,High,45000,No,25,5,No,Yes
42379,Sales & Marketing,region_14,Bachelor's,m,other,1,39,3,10,10,No,Low,53000,No,30,3,No,Yes
67098,Sales & Marketing,region_2,Master's & above,m,other,1,54,4,17,8,No,High,45000,No,25,2,No,Yes
64597,Operations,region_5,Bachelor's,f,sourcing,1,31,5,7,9,No,Low,60000,Yes,30,3,No,Yes
19228,Procurement,region_22,Bachelor's,m,other,5,30,3,6,10,No,High,45000,Yes,25,4,No,No
63941,Procurement,region_7,Master's & above,m,other,1,43,3,14,8,No,Low,43000,No,30,4,No,Yes
72955,Operations,region_22,Bachelor's,m,sourcing,1,27,4,3,9,No,High,56000,Yes,25,3,No,No
76331,HR,region_2,Below Secondary,f,sourcing,1,22,,1,7,No,High,43000,No,30,2,No,No
67901,Sales & Marketing,region_25,Bachelor's,f,other,1,30,5,2,8,No,Low,45000,No,25,2,No,No
70116,Sales & Marketing,region_28,Bachelor's,m,other,1,41,5,10,9,No,Low,34000,Yes,21,3,No,Yes
17829,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,34,1,6,7,Yes,Low,25000,No,19,4,Yes,Yes
66509,Operations,region_4,Bachelor's,f,other,1,36,3,9,8,No,High,45000,Yes,20,3,No,Yes
20098,Finance,region_7,Bachelor's,m,other,1,28,5,2,9,No,High,18000,No,25,2,No,Yes
66451,Operations,region_13,Bachelor's,m,other,1,46,3,17,7,Yes,High,60000,No,30,3,Yes,Yes
34720,Technology,region_7,Bachelor's,m,sourcing,1,33,5,6,8,Yes,High,89000,No,25,2,Yes,Yes
54240,Sales & Marketing,region_15,Bachelor's,f,other,1,30,3,2,9,No,High,23000,Yes,30,3,No,Yes
43028,Sales & Marketing,region_29,Bachelor's,f,other,1,31,3,7,7,No,Low,45000,No,525,2,No,No
32136,Finance,region_2,Master's & above,m,sourcing,1,59,4,30,9,No,High,39000,No,10,3,No,Yes
51411,Sales & Marketing,region_22,,m,sourcing,1,23,,1,7,Yes,High,40000,No,8,4,Yes,Yes
68192,Sales & Marketing,region_29,Master's & above,m,sourcing,1,38,1,7,9,No,Low,45000,No,12,6,No,No
11864,HR,region_2,Bachelor's,m,other,1,49,5,7,7,No,High,56000,No,15,4,No,No
917,Operations,region_27,Bachelor's,m,sourcing,1,43,3,15,6,Yes,Low,34000,Yes,26,2,Yes,Yes
77120,Technology,region_5,Bachelor's,m,other,1,32,1,2,9,No,Low,45000,Yes,30,4,No,No
9801,Finance,region_14,Bachelor's,m,sourcing,2,35,3,7,7,No,Low,57000,Yes,19,7,No,No
74403,Technology,region_2,Bachelor's,m,other,2,54,3,19,8,No,Low,76000,Yes,15,8,No,No
2703,Procurement,region_2,Below Secondary,m,other,1,26,,1,9,No,High,87000,No,20,4,No,Yes
73809,Operations,region_22,Bachelor's,f,sourcing,1,24,2,2,6,No,High,43000,Yes,30,5,No,Yes
25590,Sales & Marketing,region_30,Bachelor's,m,other,1,39,4,7,7,No,Low,87000,Yes,25,4,No,Yes
74796,Sales & Marketing,region_16,Bachelor's,m,other,1,42,3,6,9,No,Low,43000,Yes,16,5,No,Yes
10120,Procurement,region_2,Master's & above,m,sourcing,1,38,2,8,9,No,Low,45000,Yes,20,6,No,Yes
42896,Operations,region_26,Bachelor's,f,sourcing,1,39,5,12,8,No,High,34000,Yes,25,4,No,Yes
19978,Procurement,region_2,Master's & above,f,sourcing,1,31,3,5,7,No,Low,25000,Yes,30,3,No,Yes
50888,Operations,region_22,,m,sourcing,1,28,3,6,10,Yes,High,45000,Yes,25,6,Yes,Yes
45829,Operations,region_11,Bachelor's,f,sourcing,1,32,3,8,7,No,Low,18000,No,30,4,No,Yes
32102,Technology,region_24,Bachelor's,m,other,2,33,1,5,6,No,High,60000,Yes,25,3,No,Yes
54725,Procurement,region_2,Bachelor's,m,sourcing,2,40,3,4,8,No,Low,89000,Yes,30,5,No,No
34133,Operations,region_2,Bachelor's,m,other,2,45,3,5,9,No,High,23000,Yes,23,6,No,Yes
4653,Operations,region_2,Bachelor's,f,sourcing,1,32,5,10,6,Yes,Low,45000,No,30,5,Yes,Yes
44041,Technology,region_28,Master's & above,m,other,1,34,3,9,8,No,High,39000,No,25,4,No,Yes
42028,Analytics,region_2,,m,other,1,38,4,11,9,Yes,High,40000,Yes,30,5,Yes,Yes
17944,Technology,region_7,Master's & above,m,sourcing,1,54,5,14,8,No,Low,45000,Yes,25,6,No,Yes
24023,Operations,region_7,Master's & above,f,other,1,56,5,7,9,No,Low,56000,No,30,5,No,No
46514,Procurement,region_2,Master's & above,m,other,2,47,5,19,7,Yes,Low,34000,No,15,4,Yes,Yes
65671,Procurement,region_13,Bachelor's,f,sourcing,1,31,3,6,8,Yes,High,45000,Yes,20,6,Yes,No
49187,Sales & Marketing,region_26,Bachelor's,f,other,1,30,1,4,9,No,High,57000,No,25,7,No,Yes
24696,Analytics,region_22,Bachelor's,m,other,2,32,5,6,10,No,High,76000,No,30,5,No,Yes
18934,Operations,region_2,Master's & above,m,sourcing,1,54,3,16,7,No,High,87000,No,35,4,No,Yes
23349,R&D,region_2,Bachelor's,m,sourcing,2,32,3,3,8,No,High,45000,No,23,3,No,No
52676,Technology,region_7,Bachelor's,f,other,2,29,3,4,8,No,Low,45000,No,35,5,No,Yes
38483,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,30,3,3,7,No,High,30000,Yes,30,6,No,Yes
11448,Sales & Marketing,region_7,Master's & above,m,other,1,54,1,28,5,Yes,Low,20000,Yes,25,3,Yes,Yes
34560,Sales & Marketing,region_7,Bachelor's,m,other,1,49,2,6,7,Yes,Low,25000,Yes,20,4,Yes,Yes
38722,Procurement,region_17,Bachelor's,f,sourcing,1,32,3,6,8,No,Low,45000,Yes,28,5,No,Yes
62360,Sales & Marketing,region_2,Bachelor's,m,other,1,31,3,4,8,Yes,High,45000,No,30,6,Yes,Yes
44408,Operations,region_2,Bachelor's,m,other,2,45,3,13,9,No,Low,53000,Yes,34,4,No,No
18756,Operations,region_16,Bachelor's,f,other,1,38,3,7,6,No,High,45000,No,25,3,No,Yes
48423,Analytics,region_4,Bachelor's,m,other,2,38,1,9,8,Yes,Low,60000,Yes,30,3,Yes,Yes
26069,Finance,region_13,Master's & above,m,sourcing,1,35,3,4,9,No,High,45000,Yes,25,4,No,Yes
54266,Finance,region_7,Master's & above,m,sourcing,2,35,3,9,7,Yes,Low,43000,No,30,5,Yes,No
47143,HR,region_22,Bachelor's,m,sourcing,1,29,4,2,7,No,Low,56000,No,25,3,No,No
67392,Sales & Marketing,region_16,Bachelor's,m,other,1,38,4,3,8,No,Low,43000,No,30,3,No,Yes
74122,HR,region_7,Below Secondary,f,sourcing,1,24,3,2,9,No,Low,45000,No,25,2,No,No
10674,Operations,region_22,Bachelor's,f,other,2,28,,1,7,Yes,Low,34000,Yes,30,3,Yes,Yes
22474,Sales & Marketing,region_7,Bachelor's,m,other,1,33,4,7,4,No,Low,25000,No,25,4,No,Yes
33939,Sales & Marketing,region_22,Bachelor's,f,other,1,29,,1,6,No,Low,45000,Yes,30,4,No,Yes
2464,Procurement,region_24,Master's & above,f,sourcing,3,33,3,6,8,No,Low,45000,No,25,3,No,Yes
37118,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,25,,1,9,No,Low,78300,Yes,30,2,No,Yes
45147,Operations,region_22,Master's & above,m,other,1,40,4,6,10,No,Low,56000,No,25,4,No,Yes
22271,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,28,,1,9,Yes,High,45000,No,21,3,Yes,No
19283,Sales & Marketing,region_12,Bachelor's,f,other,1,28,2,2,8,Yes,Low,43000,No,19,2,Yes,Yes
8846,Operations,region_22,Below Secondary,f,sourcing,2,23,,1,7,Yes,High,45000,Yes,20,3,Yes,Yes
66104,Technology,region_22,Master's & above,m,sourcing,1,32,1,7,8,Yes,Low,30000,No,25,4,Yes,Yes
22126,Operations,region_25,Bachelor's,f,other,1,28,4,2,9,No,High,45000,No,30,3,No,Yes
16401,Finance,region_22,Bachelor's,m,sourcing,2,25,,1,7,Yes,Low,45000,No,25,2,Yes,No
53335,Procurement,region_15,Master's & above,m,other,1,40,4,9,8,Yes,High,50000,Yes,30,1,Yes,Yes
35977,Sales & Marketing,region_25,Master's & above,m,other,2,41,3,3,7,Yes,Low,34000,No,525,3,Yes,Yes
1407,Procurement,region_17,Bachelor's,f,other,2,30,5,3,8,Yes,High,45000,No,10,4,Yes,No
6987,Procurement,region_17,Master's & above,f,other,1,34,3,7,9,Yes,High,45000,No,8,5,Yes,No
51258,Procurement,region_2,Bachelor's,f,sourcing,1,29,3,2,7,Yes,Low,30000,No,12,3,Yes,Yes
54424,Operations,region_7,Below Secondary,m,other,1,26,4,2,9,Yes,Low,20000,Yes,15,2,Yes,No
49300,Sales & Marketing,region_3,Bachelor's,m,other,1,34,5,5,8,No,Low,25000,No,20,3,No,No
2742,Technology,region_28,Master's & above,m,other,1,35,2,8,8,Yes,High,45000,Yes,25,4,Yes,Yes
473,Analytics,region_9,Bachelor's,m,sourcing,1,28,3,2,9,Yes,High,45000,Yes,30,4,Yes,No
328,Sales & Marketing,region_7,,m,other,1,27,5,2,10,Yes,High,53000,No,25,5,Yes,No
49195,Legal,region_2,Master's & above,m,other,1,42,1,4,8,No,High,45000,Yes,20,3,No,Yes
61288,Procurement,region_7,Bachelor's,m,sourcing,1,56,3,17,9,No,High,60000,Yes,25,3,No,Yes
2361,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,4,8,7,Yes,Low,45000,Yes,30,2,Yes,Yes
74881,Operations,region_21,Master's & above,m,sourcing,1,48,5,7,8,Yes,High,43000,Yes,25,3,Yes,No
13112,Operations,region_26,Bachelor's,m,sourcing,1,24,,1,9,No,High,56000,No,30,4,No,No
49271,Sales & Marketing,region_23,Bachelor's,m,other,3,32,3,4,7,No,Low,43000,No,19,1,No,No
16999,Sales & Marketing,region_15,,m,other,1,26,1,5,8,Yes,High,45000,Yes,15,3,Yes,Yes
52141,Technology,region_26,Bachelor's,m,other,1,34,4,5,9,No,Low,34000,No,20,4,No,Yes
73748,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,31,5,2,10,No,Low,25000,No,30,3,No,Yes
2985,Analytics,region_22,Bachelor's,f,sourcing,1,26,5,4,8,No,Low,45000,No,25,4,No,Yes
10324,Sales & Marketing,region_2,,m,sourcing,1,50,4,19,9,No,Low,18000,Yes,16,2,No,Yes
20109,Analytics,region_22,Bachelor's,m,other,2,40,5,12,7,No,High,60000,No,20,3,No,No
12161,Sales & Marketing,region_11,Bachelor's,m,other,1,34,3,5,9,Yes,High,89000,No,25,4,Yes,No
33918,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,40,5,12,7,Yes,Low,23000,Yes,30,3,Yes,Yes
69362,Operations,region_22,Below Secondary,f,other,1,26,4,2,9,Yes,Low,45000,No,25,2,Yes,Yes
58150,Procurement,region_5,Bachelor's,m,sourcing,1,32,2,6,7,Yes,Low,39000,No,30,4,Yes,No
25052,Procurement,region_27,Bachelor's,m,other,2,28,,1,6,No,High,40000,No,25,2,No,Yes
74341,Procurement,region_8,Master's & above,f,sourcing,1,39,3,2,9,Yes,Low,45000,No,30,4,Yes,No
67891,Sales & Marketing,region_2,,m,sourcing,1,23,5,2,7,No,High,56000,No,23,4,No,Yes
67972,Sales & Marketing,region_28,Bachelor's,f,other,1,32,4,8,8,Yes,Low,34000,Yes,30,3,Yes,No
41232,HR,region_8,Bachelor's,f,other,2,28,3,2,9,Yes,High,45000,No,25,2,Yes,Yes
53371,Sales & Marketing,region_7,Bachelor's,m,other,1,39,5,10,6,No,Low,57000,Yes,30,3,No,Yes
35301,Legal,region_22,Below Secondary,m,other,1,24,5,1,7,No,High,76000,No,25,4,No,No
8450,Sales & Marketing,region_4,Master's & above,m,sourcing,1,46,1,20,9,No,Low,87000,Yes,30,4,No,Yes
38545,Technology,region_13,Bachelor's,m,other,2,31,3,7,9,No,High,43000,No,15,3,No,Yes
40259,Analytics,region_7,Bachelor's,m,other,1,29,4,1,8,Yes,High,87000,No,20,4,Yes,No
61764,Sales & Marketing,region_7,Bachelor's,m,other,1,25,,1,7,No,Low,43000,Yes,25,3,No,Yes
63252,Procurement,region_2,Below Secondary,f,sourcing,1,22,3,2,10,Yes,Low,45000,Yes,30,4,Yes,Yes
51271,R&D,region_22,,m,other,1,29,5,2,7,No,Low,34000,Yes,35,5,No,Yes
74107,Operations,region_22,Bachelor's,m,sourcing,1,36,5,10,6,Yes,High,25000,No,23,3,Yes,Yes
8843,Technology,region_31,Bachelor's,f,sourcing,1,30,3,11,8,No,High,45000,No,35,4,No,No
45200,Analytics,region_2,Bachelor's,m,sourcing,2,30,,1,9,No,High,18000,Yes,30,4,No,Yes
18804,Analytics,region_2,Master's & above,m,other,1,40,3,4,6,No,High,60000,Yes,25,3,No,Yes
49927,Analytics,region_26,Bachelor's,m,other,2,29,3,4,8,Yes,High,89000,No,20,4,Yes,Yes
63973,Operations,region_2,Master's & above,f,other,2,58,1,15,9,No,Low,23000,No,28,4,No,Yes
20466,Technology,region_22,Master's & above,m,sourcing,1,31,4,3,8,No,High,45000,No,30,5,No,No
68405,Operations,region_11,Master's & above,m,other,1,41,3,5,9,No,Low,39000,No,34,3,No,Yes
21994,HR,region_22,Master's & above,m,sourcing,1,52,3,17,7,Yes,Low,40000,No,25,3,Yes,Yes
45024,Sales & Marketing,region_7,Bachelor's,m,other,2,27,5,2,8,No,Low,45000,No,30,4,No,Yes
48958,Sales & Marketing,region_13,,m,other,1,29,,1,9,No,High,56000,Yes,25,5,No,Yes
52474,Sales & Marketing,region_21,Bachelor's,m,other,1,20,5,2,10,No,Low,34000,Yes,30,4,No,Yes
35767,Finance,region_2,Bachelor's,f,other,1,50,1,21,7,No,High,45000,No,25,3,No,Yes
65791,Sales & Marketing,region_20,Master's & above,m,sourcing,1,38,1,6,8,Yes,Low,45000,No,30,2,Yes,Yes
7244,Sales & Marketing,region_32,,m,sourcing,1,28,2,9,8,No,High,53000,Yes,25,4,No,Yes
47449,Sales & Marketing,region_26,Bachelor's,m,other,1,29,1,2,7,Yes,Low,45000,No,30,4,Yes,Yes
56674,Procurement,region_23,Master's & above,f,sourcing,1,34,5,7,5,Yes,Low,60000,Yes,25,3,Yes,Yes
42900,Procurement,region_2,Bachelor's,f,sourcing,1,31,2,7,7,No,High,45000,Yes,30,4,No,Yes
27248,Procurement,region_13,Bachelor's,m,sourcing,1,32,4,3,7,Yes,Low,43000,Yes,25,5,Yes,Yes
62285,Procurement,region_2,Master's & above,f,sourcing,1,49,5,20,8,Yes,High,56000,Yes,30,3,Yes,Yes
73316,R&D,region_22,Master's & above,m,sourcing,1,29,3,3,9,Yes,Low,43000,Yes,25,2,Yes,No
38082,Operations,region_19,Bachelor's,m,sourcing,1,32,4,4,6,Yes,Low,45000,Yes,21,3,Yes,Yes
9888,Sales & Marketing,region_7,Master's & above,f,sourcing,1,37,1,4,8,No,Low,34000,No,19,4,No,Yes
45820,Sales & Marketing,region_2,Bachelor's,f,other,1,31,1,5,9,No,Low,25000,Yes,20,4,No,Yes
20377,HR,region_29,Bachelor's,m,other,1,28,3,4,7,Yes,Low,45000,No,25,3,Yes,No
77164,Procurement,region_30,Bachelor's,m,sourcing,1,37,5,4,7,No,Low,18000,No,30,2,No,No
35314,Procurement,region_15,Bachelor's,m,other,1,35,3,9,8,No,Low,60000,Yes,25,2,No,Yes
53927,Sales & Marketing,region_3,Master's & above,m,other,1,44,1,4,9,No,Low,89000,Yes,30,3,No,No
